feature,importance
vol_30,0.03886573704259446
vol_regime_ratio,0.03669396447054839
mom_60,0.036594968503334394
mom_30,0.03516101502313132
hour_cos,0.03463705672320173
trend_strength,0.03445425379709949
imbalance_15,0.03417646629828233
dist_ma_30,0.03209339069965946
range_15,0.030959135122465162
vol_15,0.030606149449422346
atr_norm,0.029758105570088164
macd_hist,0.029566606423098475
range_ratio,0.027844843161686176
dom_sin,0.027833827983054504
mom_15,0.02729544119324821
vol_5,0.026738074326354583
vol_ratio_5_30,0.026242835056974303
range_5,0.0259558195834313
dist_ma_15_z,0.02455044374607879
mom_10,0.024498146390966143
mr_x_vol,0.02422305729170269
trend_x_imb,0.024127197030387605
imbalance_5,0.024049382950192606
dist_ma_15,0.02310854796442718
hour_sin,0.022320956968112052
mom_5,0.021989085893404335
mom_x_imb,0.021931531368495624
dom_cos,0.02031526110596201
dist_ma_5,0.02001638332341416
num_trades_mom_5,0.01984431225818539
trades_z,0.019823898382851663
volume_mom_5,0.019431711268345433
volume_z,0.01931385985343869
mom_3,0.01927186209647899
bar_range,0.0181197213775568
imbalance,0.01749875733087384
month_cos,0.013939704280439174
dow_sin,0.013665045521310442
dow_cos,0.010365660893103541
month_sin,0.008215015739738098
is_high_vol,0.002179602434236929
is_trending,0.0017231641026230283
